match_gp,match_pin,market,selection,gp_line,gp_price,pin_line,pin_price,pin_fair_prob,pin_fair_price,price_ev_pct,line_edge,gp_odd_id,abs_line_edge
Bowling Green Falcons vs. FLORIDE DU SUD,Bowling Green Falcons vs South Florida Bulls,spread,Bowling Green Falcons (+13.5),13.5,2.25,17.5,1.9,,,,-4.0,4532244542,4.0
Bowling Green Falcons vs. FLORIDE DU SUD,Bowling Green Falcons vs South Florida Bulls,spread,Bowling Green Falcons (+21.5),21.5,1.5715,17.5,1.9,,,,4.0,4532244671,4.0
Bowling Green Falcons vs. FLORIDE DU SUD,Bowling Green Falcons vs South Florida Bulls,spread,FLORIDE DU SUD (-21.5),-21.5,2.25,-17.5,1.952,,,,-4.0,4532244672,4.0
Bowling Green Falcons vs. FLORIDE DU SUD,Bowling Green Falcons vs South Florida Bulls,spread,FLORIDE DU SUD (-13.5),-13.5,1.5715,-17.5,1.952,,,,4.0,4532244543,4.0
California Golden Bears vs. Clemson Tigers,California Golden Bears vs Clemson Tigers,total,Plus de 54.5,54.5,2.25,50.5,1.917,0.5,,,-4.0,4531985678,4.0
California Golden Bears vs. Clemson Tigers,California Golden Bears vs Clemson Tigers,total,Moins de 54.5,54.5,1.5715,50.5,1.917,0.5,,,4.0,4531985679,4.0
California Golden Bears vs. Clemson Tigers,California Golden Bears vs Clemson Tigers,total,Plus de 46.5,46.5,1.5715,50.5,1.917,0.5,,,4.0,4531985619,4.0
California Golden Bears vs. Clemson Tigers,California Golden Bears vs Clemson Tigers,total,Moins de 46.5,46.5,2.25,50.5,1.917,0.5,,,-4.0,4531985620,4.0
Charlotte 49ers vs. Louisiana-Lafayette Ragin Cajuns,Charlotte 49ers vs Louisiana Ragin Cajuns,total,Plus de 52.5,52.5,2.25,48.5,1.884,0.5088633993743483,,,-4.0,4531916074,4.0
Charlotte 49ers vs. Louisiana-Lafayette Ragin Cajuns,Charlotte 49ers vs Louisiana Ragin Cajuns,total,Moins de 52.5,52.5,1.5715,48.5,1.952,0.4911366006256517,,,4.0,4531916075,4.0
Charlotte 49ers vs. Louisiana-Lafayette Ragin Cajuns,Charlotte 49ers vs Louisiana Ragin Cajuns,total,Plus de 44.5,44.5,1.5715,48.5,1.884,0.5088633993743483,,,4.0,4531915973,4.0
Charlotte 49ers vs. Louisiana-Lafayette Ragin Cajuns,Charlotte 49ers vs Louisiana Ragin Cajuns,total,Moins de 44.5,44.5,2.25,48.5,1.952,0.4911366006256517,,,-4.0,4531915974,4.0
Cincinnati Bearcats vs. Kansas State Wildcats,Cincinnati Bearcats vs Kansas State Wildcats,spread,Kansas State Wildcats (-10.5),-10.5,2.4,-6.5,1.98,,,,-4.0,4531907181,4.0
Cincinnati Bearcats vs. Kansas State Wildcats,Cincinnati Bearcats vs Kansas State Wildcats,spread,Kansas State Wildcats (-2.5),-2.5,1.4762,-6.5,1.98,,,,4.0,4531907187,4.0
Cincinnati Bearcats vs. Kansas State Wildcats,Cincinnati Bearcats vs Kansas State Wildcats,spread,Cincinnati Bearcats (+10.5),10.5,1.5264,6.5,1.877,,,,4.0,4531907180,4.0
Cincinnati Bearcats vs. Kansas State Wildcats,Cincinnati Bearcats vs Kansas State Wildcats,spread,Cincinnati Bearcats (+2.5),2.5,2.55,6.5,1.877,,,,-4.0,4531907186,4.0
Coastal Carolina  vs. Liberty Flames,Coastal Carolina Chanticleers vs Liberty Flames,spread,Liberty Flames (+1.5),1.5,1.6451,-2.5,1.884,,,,4.0,4533844026,4.0
Coastal Carolina  vs. Liberty Flames,Coastal Carolina Chanticleers vs Liberty Flames,spread,Liberty Flames (-6.5),-6.5,2.55,-2.5,1.884,,,,-4.0,4533844076,4.0
Coastal Carolina  vs. Liberty Flames,Coastal Carolina Chanticleers vs Liberty Flames,spread,Coastal Carolina  (-1.5),-1.5,2.15,2.5,1.97,,,,-4.0,4533844025,4.0
Coastal Carolina  vs. Liberty Flames,Coastal Carolina Chanticleers vs Liberty Flames,spread,Coastal Carolina  (+6.5),6.5,1.4762,2.5,1.97,,,,4.0,4533844075,4.0
UT San Antonio Roadrunners vs. COLORADO,UTSA Roadrunners vs Colorado State Rams,total,Plus de 54.5,54.5,1.5715,58.5,1.952,0.4911366006256517,,,4.0,4532000704,4.0
UT San Antonio Roadrunners vs. COLORADO,UTSA Roadrunners vs Colorado State Rams,total,Moins de 54.5,54.5,2.25,58.5,1.884,0.5088633993743483,,,-4.0,4532000705,4.0
UT San Antonio Roadrunners vs. COLORADO,UTSA Roadrunners vs Colorado State Rams,total,Plus de 62.5,62.5,2.25,58.5,1.952,0.4911366006256517,,,-4.0,4532000714,4.0
UT San Antonio Roadrunners vs. COLORADO,UTSA Roadrunners vs Colorado State Rams,total,Moins de 62.5,62.5,1.5715,58.5,1.884,0.5088633993743483,,,4.0,4532000715,4.0
UT San Antonio Roadrunners vs. COLORADO,UTSA Roadrunners vs Colorado State Rams,spread,COLORADO (+9.5),9.5,2.2,13.5,1.909,,,,-4.0,4532000280,4.0
UT San Antonio Roadrunners vs. COLORADO,UTSA Roadrunners vs Colorado State Rams,spread,COLORADO (+17.5),17.5,1.625,13.5,1.909,,,,4.0,4532000246,4.0
UT San Antonio Roadrunners vs. COLORADO,UTSA Roadrunners vs Colorado State Rams,spread,UT San Antonio Roadrunners (-9.5),-9.5,1.625,-13.5,1.943,,,,4.0,4532000279,4.0
UT San Antonio Roadrunners vs. COLORADO,UTSA Roadrunners vs Colorado State Rams,spread,UT San Antonio Roadrunners (-17.5),-17.5,2.2,-13.5,1.943,,,,-4.0,4532000245,4.0
Miami Redhawks vs. Connecticut Huskies,Miami Ohio RedHawks vs Connecticut Huskies,spread,Connecticut Huskies (+7.5),7.5,1.4546,3.5,1.934,,,,4.0,4532237609,4.0
Miami Redhawks vs. Connecticut Huskies,Miami Ohio RedHawks vs Connecticut Huskies,spread,Miami Redhawks (-7.5),-7.5,2.6,-3.5,1.917,,,,-4.0,4532237608,4.0
Virginia Cavaliers vs. Delaware Fightin Blue Hens,Virginia Cavaliers vs Delaware Blue Hens,total,Plus de 56.5,56.5,2.25,52.5,1.917,0.5,,,-4.0,4532207616,4.0
Virginia Cavaliers vs. Delaware Fightin Blue Hens,Virginia Cavaliers vs Delaware Blue Hens,total,Moins de 56.5,56.5,1.5715,52.5,1.917,0.5,,,4.0,4532207617,4.0
Virginia Cavaliers vs. Delaware Fightin Blue Hens,Virginia Cavaliers vs Delaware Blue Hens,total,Plus de 48.5,48.5,1.5715,52.5,1.917,0.5,,,4.0,4532207608,4.0
Virginia Cavaliers vs. Delaware Fightin Blue Hens,Virginia Cavaliers vs Delaware Blue Hens,total,Moins de 48.5,48.5,2.25,52.5,1.917,0.5,,,-4.0,4532207609,4.0
Louisiana-Monroe Warhawks vs. Florida Atlantic Owls,Louisiana-Monroe Warhawks vs Florida Atlantic Owls,spread,Louisiana-Monroe Warhawks (+9.5),9.5,2.25,13.5,1.917,,,,-4.0,4531942438,4.0
Louisiana-Monroe Warhawks vs. Florida Atlantic Owls,Louisiana-Monroe Warhawks vs Florida Atlantic Owls,spread,Louisiana-Monroe Warhawks (+17.5),17.5,1.625,13.5,1.917,,,,4.0,4531942398,4.0
Louisiana-Monroe Warhawks vs. Florida Atlantic Owls,Louisiana-Monroe Warhawks vs Florida Atlantic Owls,spread,Florida Atlantic Owls (-9.5),-9.5,1.5715,-13.5,1.934,,,,4.0,4531942439,4.0
Louisiana-Monroe Warhawks vs. Florida Atlantic Owls,Louisiana-Monroe Warhawks vs Florida Atlantic Owls,spread,Florida Atlantic Owls (-17.5),-17.5,2.2,-13.5,1.934,,,,-4.0,4531942399,4.0
FRESNO vs. Rice Owls,Fresno State Bulldogs vs Rice Owls,total,Plus de 48.5,48.5,2.3,44.5,1.952,0.4911366006256517,,,-4.0,4532257671,4.0
FRESNO vs. Rice Owls,Fresno State Bulldogs vs Rice Owls,total,Moins de 48.5,48.5,1.5556,44.5,1.884,0.5088633993743483,,,4.0,4532257672,4.0
FRESNO vs. Rice Owls,Fresno State Bulldogs vs Rice Owls,total,Plus de 40.5,40.5,1.5715,44.5,1.952,0.4911366006256517,,,4.0,4532257657,4.0
FRESNO vs. Rice Owls,Fresno State Bulldogs vs Rice Owls,total,Moins de 40.5,40.5,2.25,44.5,1.884,0.5088633993743483,,,-4.0,4532257658,4.0
FRESNO vs. Rice Owls,Fresno State Bulldogs vs Rice Owls,spread,FRESNO (-9.5),-9.5,1.5715,-13.5,1.884,,,,4.0,4532257543,4.0
FRESNO vs. Rice Owls,Fresno State Bulldogs vs Rice Owls,spread,FRESNO (-17.5),-17.5,2.25,-13.5,1.884,,,,-4.0,4532257570,4.0
FRESNO vs. Rice Owls,Fresno State Bulldogs vs Rice Owls,spread,Rice Owls (+9.5),9.5,2.25,13.5,1.97,,,,-4.0,4532257544,4.0
FRESNO vs. Rice Owls,Fresno State Bulldogs vs Rice Owls,spread,Rice Owls (+17.5),17.5,1.5715,13.5,1.97,,,,4.0,4532257571,4.0
GEORGIE BULLDOGS vs. Oklahoma Sooners,Georgia Bulldogs vs Oklahoma Sooners,total,Plus de 40.5,40.5,1.5455,44.5,1.862,0.5140918580375784,,,4.0,4395045449,4.0
GEORGIE BULLDOGS vs. Oklahoma Sooners,Georgia Bulldogs vs Oklahoma Sooners,total,Moins de 40.5,40.5,2.35,44.5,1.97,0.4859081419624217,,,-4.0,4395045450,4.0
GEORGIE BULLDOGS vs. Oklahoma Sooners,Georgia Bulldogs vs Oklahoma Sooners,total,Plus de 48.5,48.5,2.25,44.5,1.862,0.5140918580375784,,,-4.0,4395045465,4.0
GEORGIE BULLDOGS vs. Oklahoma Sooners,Georgia Bulldogs vs Oklahoma Sooners,total,Moins de 48.5,48.5,1.5715,44.5,1.97,0.4859081419624217,,,4.0,4395045466,4.0
GEORGIE BULLDOGS vs. Oklahoma Sooners,Georgia Bulldogs vs Oklahoma Sooners,spread,Oklahoma Sooners (+9.5),9.5,2.35,13.5,2.0,,,,-4.0,4372303229,4.0
GEORGIE BULLDOGS vs. Oklahoma Sooners,Georgia Bulldogs vs Oklahoma Sooners,spread,Oklahoma Sooners (+17.5),17.5,1.6451,13.5,2.0,,,,4.0,4395046143,4.0
GEORGIE BULLDOGS vs. Oklahoma Sooners,Georgia Bulldogs vs Oklahoma Sooners,spread,GEORGIE BULLDOGS (-9.5),-9.5,1.5455,-13.5,1.854,,,,4.0,4372303228,4.0
GEORGIE BULLDOGS vs. Oklahoma Sooners,Georgia Bulldogs vs Oklahoma Sooners,spread,GEORGIE BULLDOGS (-17.5),-17.5,2.15,-13.5,1.854,,,,-4.0,4395046142,4.0
Georgia Southern Eagles vs. Houston Cougars,Georgia Southern Eagles vs Houston Cougars,total,Plus de 52.5,52.5,1.625,56.5,1.9,0.5044340114762649,,,4.0,4531852896,4.0
Georgia Southern Eagles vs. Houston Cougars,Georgia Southern Eagles vs Houston Cougars,total,Moins de 52.5,52.5,2.2,56.5,1.934,0.49556598852373496,,,-4.0,4531852897,4.0
Georgia Southern Eagles vs. Houston Cougars,Georgia Southern Eagles vs Houston Cougars,total,Plus de 60.5,60.5,2.25,56.5,1.9,0.5044340114762649,,,-4.0,4531852904,4.0
Georgia Southern Eagles vs. Houston Cougars,Georgia Southern Eagles vs Houston Cougars,total,Moins de 60.5,60.5,1.5715,56.5,1.934,0.49556598852373496,,,4.0,4531852905,4.0
Georgia State Panthers vs. Northern Illinois Huskies,Georgia State Panthers vs Northern Illinois Huskies,total,Plus de 51.5,51.5,1.5715,55.5,1.9,0.5044340114762649,,,4.0,4532040149,4.0
Georgia State Panthers vs. Northern Illinois Huskies,Georgia State Panthers vs Northern Illinois Huskies,total,Moins de 51.5,51.5,2.25,55.5,1.934,0.49556598852373496,,,-4.0,4532040150,4.0
Georgia State Panthers vs. Northern Illinois Huskies,Georgia State Panthers vs Northern Illinois Huskies,total,Plus de 59.5,59.5,2.2,55.5,1.9,0.5044340114762649,,,-4.0,4532040165,4.0
Georgia State Panthers vs. Northern Illinois Huskies,Georgia State Panthers vs Northern Illinois Huskies,total,Moins de 59.5,59.5,1.625,55.5,1.934,0.49556598852373496,,,4.0,4532040166,4.0
Stanford Cardinal vs. Georgia Tech,Stanford Cardinal vs Georgia Tech Yellow Jackets,spread,Stanford Cardinal (+7.5),7.5,1.4348,3.5,1.884,,,,4.0,4532015032,4.0
Stanford Cardinal vs. Georgia Tech,Stanford Cardinal vs Georgia Tech Yellow Jackets,spread,Georgia Tech (-7.5),-7.5,2.65,-3.5,1.97,,,,-4.0,4532015033,4.0
Michigan Wolverines vs. Iowa Hawkeyes,Michigan Wolverines vs Iowa Hawkeyes,total,Plus de 34.5,34.5,1.5455,38.5,1.909,0.5020865936358894,,,4.0,4515075649,4.0
Michigan Wolverines vs. Iowa Hawkeyes,Michigan Wolverines vs Iowa Hawkeyes,total,Moins de 34.5,34.5,2.35,38.5,1.925,0.4979134063641105,,,-4.0,4515075651,4.0
Michigan Wolverines vs. Iowa Hawkeyes,Michigan Wolverines vs Iowa Hawkeyes,total,Plus de 42.5,42.5,2.25,38.5,1.909,0.5020865936358894,,,-4.0,4515075657,4.0
Michigan Wolverines vs. Iowa Hawkeyes,Michigan Wolverines vs Iowa Hawkeyes,total,Moins de 42.5,42.5,1.5715,38.5,1.925,0.4979134063641105,,,4.0,4515075659,4.0
Michigan Wolverines vs. Iowa Hawkeyes,Michigan Wolverines vs Iowa Hawkeyes,spread,Iowa Hawkeyes (+1.5),1.5,2.5,5.5,1.925,,,,-4.0,4515074595,4.0
Michigan Wolverines vs. Iowa Hawkeyes,Michigan Wolverines vs Iowa Hawkeyes,spread,Iowa Hawkeyes (+9.5),9.5,1.5264,5.5,1.925,,,,4.0,4515074419,4.0
Michigan Wolverines vs. Iowa Hawkeyes,Michigan Wolverines vs Iowa Hawkeyes,spread,Michigan Wolverines (-1.5),-1.5,1.5,-5.5,1.925,,,,4.0,4515074594,4.0
Michigan Wolverines vs. Iowa Hawkeyes,Michigan Wolverines vs Iowa Hawkeyes,spread,Michigan Wolverines (-9.5),-9.5,2.4,-5.5,1.925,,,,-4.0,4515074418,4.0
Iowa State Cyclones vs. Utah Utes,Iowa State Cyclones vs Utah Utes,spread,Utah Utes (-13.5),-13.5,2.4,-9.5,2.01,,,,-4.0,4531833097,4.0
Iowa State Cyclones vs. Utah Utes,Iowa State Cyclones vs Utah Utes,spread,Utah Utes (-5.5),-5.5,1.5715,-9.5,2.01,,,,4.0,4531833025,4.0
Iowa State Cyclones vs. Utah Utes,Iowa State Cyclones vs Utah Utes,spread,Iowa State Cyclones (+13.5),13.5,1.5264,9.5,1.847,,,,4.0,4531833096,4.0
Iowa State Cyclones vs. Utah Utes,Iowa State Cyclones vs Utah Utes,spread,Iowa State Cyclones (+5.5),5.5,2.25,9.5,1.847,,,,-4.0,4531833024,4.0
Kentucky Wildcats vs. South Alabama Jaguars,Kentucky Wildcats vs South Alabama Jaguars,total,Plus de 50.5,50.5,1.5715,54.5,1.917,0.5,,,4.0,4531878730,4.0
Kentucky Wildcats vs. South Alabama Jaguars,Kentucky Wildcats vs South Alabama Jaguars,total,Plus de 58.5,58.5,2.25,54.5,1.917,0.5,,,-4.0,4531878736,4.0
Kentucky Wildcats vs. South Alabama Jaguars,Kentucky Wildcats vs South Alabama Jaguars,total,Moins de 50.5,50.5,2.25,54.5,1.917,0.5,,,-4.0,4531878731,4.0
Kentucky Wildcats vs. South Alabama Jaguars,Kentucky Wildcats vs South Alabama Jaguars,total,Moins de 58.5,58.5,1.5715,54.5,1.917,0.5,,,4.0,4531878737,4.0
Kentucky Wildcats vs. South Alabama Jaguars,Kentucky Wildcats vs South Alabama Jaguars,spread,South Alabama Jaguars (+16.5),16.5,2.2,20.5,1.917,,,,-4.0,4531879031,4.0
Kentucky Wildcats vs. South Alabama Jaguars,Kentucky Wildcats vs South Alabama Jaguars,spread,South Alabama Jaguars (+24.5),24.5,1.5715,20.5,1.917,,,,4.0,4531879033,4.0
Kentucky Wildcats vs. South Alabama Jaguars,Kentucky Wildcats vs South Alabama Jaguars,spread,Kentucky Wildcats (-16.5),-16.5,1.625,-20.5,1.934,,,,4.0,4531879030,4.0
Kentucky Wildcats vs. South Alabama Jaguars,Kentucky Wildcats vs South Alabama Jaguars,spread,Kentucky Wildcats (-24.5),-24.5,2.25,-20.5,1.934,,,,-4.0,4531879032,4.0
Louisville Cardinals vs. Wake Forest Demon Deacons,Louisville Cardinals vs Wake Forest Demon Deacons,spread,Louisville Cardinals (-16.5),-16.5,2.2,-12.5,1.917,,,,-4.0,4531844134,4.0
Louisville Cardinals vs. Wake Forest Demon Deacons,Louisville Cardinals vs Wake Forest Demon Deacons,spread,Louisville Cardinals (-8.5),-8.5,1.625,-12.5,1.917,,,,4.0,4531844172,4.0
Louisville Cardinals vs. Wake Forest Demon Deacons,Louisville Cardinals vs Wake Forest Demon Deacons,spread,Wake Forest Demon Deacons (+16.5),16.5,1.625,12.5,1.934,,,,4.0,4531844135,4.0
Louisville Cardinals vs. Wake Forest Demon Deacons,Louisville Cardinals vs Wake Forest Demon Deacons,spread,Wake Forest Demon Deacons (+8.5),8.5,2.2,12.5,1.934,,,,-4.0,4531844173,4.0
Michigan State Spartans vs. Nebraska Cornhuskers,Michigan State Spartans vs Nebraska Cornhuskers,total,Plus de 52.5,52.5,2.2,48.5,1.909,0.5020865936358894,,,-4.0,4515074946,4.0
Michigan State Spartans vs. Nebraska Cornhuskers,Michigan State Spartans vs Nebraska Cornhuskers,total,Moins de 52.5,52.5,1.625,48.5,1.925,0.4979134063641105,,,4.0,4515074947,4.0
Michigan State Spartans vs. Nebraska Cornhuskers,Michigan State Spartans vs Nebraska Cornhuskers,total,Plus de 44.5,44.5,1.5455,48.5,1.909,0.5020865936358894,,,4.0,4515074629,4.0
Michigan State Spartans vs. Nebraska Cornhuskers,Michigan State Spartans vs Nebraska Cornhuskers,total,Moins de 44.5,44.5,2.35,48.5,1.925,0.4979134063641105,,,-4.0,4515074630,4.0
Michigan State Spartans vs. Nebraska Cornhuskers,Michigan State Spartans vs Nebraska Cornhuskers,spread,Michigan State Spartans (+1.5),1.5,2.5,5.5,1.943,,,,-4.0,4515075042,4.0
Michigan State Spartans vs. Nebraska Cornhuskers,Michigan State Spartans vs Nebraska Cornhuskers,spread,Michigan State Spartans (+9.5),9.5,1.5556,5.5,1.943,,,,4.0,4515075054,4.0
Michigan State Spartans vs. Nebraska Cornhuskers,Michigan State Spartans vs Nebraska Cornhuskers,spread,Nebraska Cornhuskers (-1.5),-1.5,1.5,-5.5,1.909,,,,4.0,4515075043,4.0
Michigan State Spartans vs. Nebraska Cornhuskers,Michigan State Spartans vs Nebraska Cornhuskers,spread,Nebraska Cornhuskers (-9.5),-9.5,2.3,-5.5,1.909,,,,-4.0,4515075055,4.0
Mississippi St Bulldogs vs. Missouri Tigers,Mississippi State Bulldogs vs Missouri Tigers,spread,Mississippi St Bulldogs (-2.5),-2.5,1.5264,-6.5,1.952,,,,4.0,4517724199,4.0
Mississippi St Bulldogs vs. Missouri Tigers,Mississippi State Bulldogs vs Missouri Tigers,spread,Mississippi St Bulldogs (-10.5),-10.5,2.5,-6.5,1.952,,,,-4.0,4517724113,4.0
Mississippi St Bulldogs vs. Missouri Tigers,Mississippi State Bulldogs vs Missouri Tigers,spread,Missouri Tigers (+2.5),2.5,2.4,6.5,1.9,,,,-4.0,4517724200,4.0
Mississippi St Bulldogs vs. Missouri Tigers,Mississippi State Bulldogs vs Missouri Tigers,spread,Missouri Tigers (+10.5),10.5,1.5,6.5,1.9,,,,4.0,4517724114,4.0
UAB Blazers vs. Navy Midshipmen,UAB Blazers vs Navy Midshipmen,total,Plus de 47.5,47.5,1.5715,51.5,1.943,0.49229161222889994,,,4.0,4531982986,4.0
UAB Blazers vs. Navy Midshipmen,UAB Blazers vs Navy Midshipmen,total,Moins de 47.5,47.5,2.25,51.5,1.884,0.5077083877711001,,,-4.0,4531982987,4.0
UAB Blazers vs. Navy Midshipmen,UAB Blazers vs Navy Midshipmen,total,Plus de 55.5,55.5,2.25,51.5,1.943,0.49229161222889994,,,-4.0,4531983002,4.0
UAB Blazers vs. Navy Midshipmen,UAB Blazers vs Navy Midshipmen,total,Moins de 55.5,55.5,1.5715,51.5,1.884,0.5077083877711001,,,4.0,4531983003,4.0
New Mexico St Aggies vs. NOUVEAU MEXIQUE,New Mexico State Aggies vs New Mexico Lobos,total,Plus de 44.5,44.5,1.5556,48.5,1.934,0.49556598852373496,,,4.0,4531880679,4.0
New Mexico St Aggies vs. NOUVEAU MEXIQUE,New Mexico State Aggies vs New Mexico Lobos,total,Moins de 44.5,44.5,2.3,48.5,1.9,0.5044340114762649,,,-4.0,4531880680,4.0
New Mexico St Aggies vs. NOUVEAU MEXIQUE,New Mexico State Aggies vs New Mexico Lobos,total,Plus de 52.5,52.5,2.25,48.5,1.934,0.49556598852373496,,,-4.0,4531880687,4.0
New Mexico St Aggies vs. NOUVEAU MEXIQUE,New Mexico State Aggies vs New Mexico Lobos,total,Moins de 52.5,52.5,1.5715,48.5,1.9,0.5044340114762649,,,4.0,4531880688,4.0
New Mexico St Aggies vs. NOUVEAU MEXIQUE,New Mexico State Aggies vs New Mexico Lobos,spread,New Mexico St Aggies (+14.5),14.5,1.6451,10.5,1.97,,,,4.0,4531880761,4.0
New Mexico St Aggies vs. NOUVEAU MEXIQUE,New Mexico State Aggies vs New Mexico Lobos,spread,New Mexico St Aggies (+6.5),6.5,2.55,10.5,1.97,,,,-4.0,4531880791,4.0
New Mexico St Aggies vs. NOUVEAU MEXIQUE,New Mexico State Aggies vs New Mexico Lobos,spread,NOUVEAU MEXIQUE (-14.5),-14.5,2.15,-10.5,1.884,,,,-4.0,4531880762,4.0
New Mexico St Aggies vs. NOUVEAU MEXIQUE,New Mexico State Aggies vs New Mexico Lobos,spread,NOUVEAU MEXIQUE (-6.5),-6.5,1.4762,-10.5,1.884,,,,4.0,4531880792,4.0
Purdue Boilermakers vs. Notre Dame Fighting Irish,Purdue Boilermakers vs Notre Dame Fighting Irish,total,Plus de 61.5,61.5,2.2,57.5,1.869,0.5131544673091952,,,-4.0,4531871884,4.0
Purdue Boilermakers vs. Notre Dame Fighting Irish,Purdue Boilermakers vs Notre Dame Fighting Irish,total,Moins de 61.5,61.5,1.625,57.5,1.97,0.4868455326908049,,,4.0,4531871885,4.0
Purdue Boilermakers vs. Notre Dame Fighting Irish,Purdue Boilermakers vs Notre Dame Fighting Irish,total,Plus de 53.5,53.5,1.5556,57.5,1.869,0.5131544673091952,,,4.0,4531871960,4.0
Purdue Boilermakers vs. Notre Dame Fighting Irish,Purdue Boilermakers vs Notre Dame Fighting Irish,total,Moins de 53.5,53.5,2.3,57.5,1.97,0.4868455326908049,,,-4.0,4531871961,4.0
UTEP Miners vs. Oregon State Beavers,UTEP Miners vs Oregon State Beavers,spread,UTEP Miners (+14.5),14.5,1.5715,10.5,1.925,,,,4.0,4531954728,4.0
UTEP Miners vs. Oregon State Beavers,UTEP Miners vs Oregon State Beavers,spread,UTEP Miners (+6.5),6.5,2.4,10.5,1.925,,,,-4.0,4531954873,4.0
UTEP Miners vs. Oregon State Beavers,UTEP Miners vs Oregon State Beavers,spread,Oregon State Beavers (-14.5),-14.5,2.25,-10.5,1.925,,,,-4.0,4531954729,4.0
UTEP Miners vs. Oregon State Beavers,UTEP Miners vs Oregon State Beavers,spread,Oregon State Beavers (-6.5),-6.5,1.5264,-10.5,1.925,,,,4.0,4531954874,4.0
Sacramento State Hornets vs. UMass Minutemen,Sacramento State Hornets vs UMASS Minutemen,total,Plus de 44.5,44.5,1.5715,48.5,1.884,0.5088633993743483,,,4.0,4532248684,4.0
Sacramento State Hornets vs. UMass Minutemen,Sacramento State Hornets vs UMASS Minutemen,total,Moins de 44.5,44.5,2.25,48.5,1.952,0.4911366006256517,,,-4.0,4532248685,4.0
Sacramento State Hornets vs. UMass Minutemen,Sacramento State Hornets vs UMASS Minutemen,total,Plus de 52.5,52.5,2.25,48.5,1.884,0.5088633993743483,,,-4.0,4532248692,4.0
Sacramento State Hornets vs. UMass Minutemen,Sacramento State Hornets vs UMASS Minutemen,total,Moins de 52.5,52.5,1.5715,48.5,1.952,0.4911366006256517,,,4.0,4532248693,4.0
Sacramento State Hornets vs. UMass Minutemen,Sacramento State Hornets vs UMASS Minutemen,spread,UMass Minutemen (-8.5),-8.5,2.4,-4.5,1.943,,,,-4.0,4532248677,4.0
Sacramento State Hornets vs. UMass Minutemen,Sacramento State Hornets vs UMASS Minutemen,spread,Sacramento State Hornets (+8.5),8.5,1.5264,4.5,1.909,,,,4.0,4532248676,4.0
Toledo Rockets vs. San Diego State Aztecs,Toledo Rockets vs San Diego State Aztecs,total,Plus de 48.5,48.5,1.625,52.5,1.97,0.4868455326908049,,,4.0,4532219568,4.0
Toledo Rockets vs. San Diego State Aztecs,Toledo Rockets vs San Diego State Aztecs,total,Moins de 48.5,48.5,2.2,52.5,1.869,0.5131544673091952,,,-4.0,4532219569,4.0
Toledo Rockets vs. San Diego State Aztecs,Toledo Rockets vs San Diego State Aztecs,total,Plus de 56.5,56.5,2.25,52.5,1.97,0.4868455326908049,,,-4.0,4532219570,4.0
Toledo Rockets vs. San Diego State Aztecs,Toledo Rockets vs San Diego State Aztecs,total,Moins de 56.5,56.5,1.5715,52.5,1.869,0.5131544673091952,,,4.0,4532219571,4.0
Tulane Green Wave vs. Southern Miss Golden Eagles,Tulane Green Wave vs Southern Miss Golden Eagles,total,Plus de 48.5,48.5,1.5715,52.5,1.9,0.5032679738562091,,,4.0,4532025102,4.0
Tulane Green Wave vs. Southern Miss Golden Eagles,Tulane Green Wave vs Southern Miss Golden Eagles,total,Moins de 48.5,48.5,2.25,52.5,1.925,0.4967320261437908,,,-4.0,4532025103,4.0
Tulane Green Wave vs. Southern Miss Golden Eagles,Tulane Green Wave vs Southern Miss Golden Eagles,total,Plus de 56.5,56.5,2.25,52.5,1.9,0.5032679738562091,,,-4.0,4532025110,4.0
Tulane Green Wave vs. Southern Miss Golden Eagles,Tulane Green Wave vs Southern Miss Golden Eagles,total,Moins de 56.5,56.5,1.5715,52.5,1.925,0.4967320261437908,,,4.0,4532025111,4.0
Tulane Green Wave vs. Southern Miss Golden Eagles,Tulane Green Wave vs Southern Miss Golden Eagles,spread,Tulane Green Wave (-14.5),-14.5,1.6451,-18.5,1.934,,,,4.0,4532025446,4.0
Tulane Green Wave vs. Southern Miss Golden Eagles,Tulane Green Wave vs Southern Miss Golden Eagles,spread,Tulane Green Wave (-22.5),-22.5,2.25,-18.5,1.934,,,,-4.0,4532025456,4.0
Tulane Green Wave vs. Southern Miss Golden Eagles,Tulane Green Wave vs Southern Miss Golden Eagles,spread,Southern Miss Golden Eagles (+22.5),22.5,1.5715,18.5,1.917,,,,4.0,4532025457,4.0
Tulane Green Wave vs. Southern Miss Golden Eagles,Tulane Green Wave vs Southern Miss Golden Eagles,spread,Southern Miss Golden Eagles (+14.5),14.5,2.15,18.5,1.917,,,,-4.0,4532025447,4.0
UCF Knights vs. TCU Horned Frogs,UCF Knights vs TCU Horned Frogs,total,Plus de 44.5,44.5,1.5715,48.5,1.9,0.5044340114762649,,,4.0,4532062001,4.0
UCF Knights vs. TCU Horned Frogs,UCF Knights vs TCU Horned Frogs,total,Moins de 44.5,44.5,2.25,48.5,1.934,0.49556598852373496,,,-4.0,4532062002,4.0
UCF Knights vs. TCU Horned Frogs,UCF Knights vs TCU Horned Frogs,total,Plus de 52.5,52.5,2.25,48.5,1.9,0.5044340114762649,,,-4.0,4532062017,4.0
